,playerName,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS, ,SOS,yearsInCollege,heightInCm,weightInKg,position
851,Trevon Duval\duvaltr01,2017-18,Duke,ACC,37,34,29.8,4.0,9.4,.428,3.2,6.5,.490,0.8,2.9,.290,1.4,2.4,.596,0.5,1.4,2.0,5.6,1.5,0.1,2.8,2.4,10.3,,9.71,1,190,84,Guard
852,Marcus Williams\willima03,2005-06,UConn,Big East,23,20,33.3,3.6,8.9,.407,2.6,6.3,.410,1.0,2.6,.400,4.1,4.7,.862,0.8,3.1,3.9,8.6,0.9,0.2,3.7,1.7,12.3,,6.57,3,190,92,Guard
853,Jerami Grant\grantje01,2013-14,Syracuse,ACC,32,20,31.4,4.2,8.4,.496,4.2,8.2,.506,0.0,0.2,.000,3.8,5.6,.674,2.4,4.3,6.8,1.4,0.8,0.6,1.2,2.3,12.1,,7.25,2,203,95,Forward
854,Brandon Goodwin\goodwbr01,,UCF,,58,39,24.6,2.3,5.3,.429,1.9,3.9,.493,0.4,1.4,.253,1.8,2.9,.602,0.9,2.1,2.9,3.0,0.9,0.1,2.0,1.5,6.7,,,6,183,81,Guard
855,Josh Powell\poweljo01,2002-03,NC State,ACC,31,31,27.0,4.6,8.1,.571,4.4,7.4,.592,0.3,0.8,.375,2.8,3.8,.739,2.4,2.9,5.3,1.0,0.6,1.3,2.5,2.8,12.4,,7.56,2,206,102,Forward
856,Myles Turner\turnemy01,2014-15,Texas,Big 12,34,7,22.2,3.4,7.6,.455,2.9,5.7,.513,0.5,1.8,.274,2.8,3.3,.839,1.3,5.2,6.5,0.6,0.3,2.6,1.4,2.4,10.1,,9.07,1,211,108,Forward
857,Keith Bogans\boganke01,2002-03,Kentucky,SEC,36,35,29.7,5.4,11.8,.456,3.2,6.0,.528,2.2,5.8,.383,2.7,3.6,.738,1.1,2.7,3.8,2.7,1.2,0.1,2.2,1.7,15.7,,9.33,4,196,97,Guard
858,Jorge Gutierrez\gutiejo01,2011-12,California,Pac-12,33,33,32.2,4.8,10.7,.444,4.0,8.4,.475,0.8,2.3,.329,2.7,3.7,.744,1.0,4.3,5.3,4.1,1.2,0.1,2.4,2.4,13.0,,4.53,4,190,88,Guard
859,Elfrid Payton\paytoel01,2013-14,Louisiana,Sun Belt,35,34,35.9,6.8,13.3,.509,6.4,11.8,.541,0.4,1.5,.259,5.3,8.6,.609,2.3,3.7,6.0,5.9,2.3,0.6,3.6,2.4,19.2,,-0.28,3,190,81,Guard
860,Stromile Swift\swiftst01,1999-00,LSU,SEC,34,,29.8,6.1,10.1,.608,5.9,9.3,.634,0.2,0.7,.280,3.7,6.1,.617,,,8.2,0.9,1.5,2.8,2.4,2.6,16.2,,5.78,2,206,102,Forward
861,Marcus Derrickson\derrima01,2017-18,Georgetown,Big East,29,29,32.0,5.2,10.2,.505,3.6,6.8,.526,1.6,3.5,.465,3.9,4.5,.863,2.3,5.8,8.1,1.6,0.7,0.7,2.2,2.4,15.9,,5.29,3,201,113,Forward
862,Marquese Chriss\chrisma01,2015-16,Washington,Pac-12,34,34,24.9,5.3,9.9,.530,4.6,8.2,.568,0.6,1.8,.350,2.6,3.8,.682,2.5,2.9,5.4,0.8,0.9,1.6,2.0,4.1,13.7,,8.12,1,206,102,Forward
863,Kenny Satterfield\satteke01,2000-01,Cincinnati,CUSA,35,34,34.4,4.7,12.0,.387,3.3,7.9,.415,1.4,4.1,.333,3.7,4.7,.788,1.2,3.5,4.7,5.1,1.7,0.2,3.2,2.5,14.4,,7.84,2,188,84,Guard
864,Jabari Smith\smithja01,1999-00,LSU,SEC,34,,28.5,4.6,8.3,.553,4.2,7.3,.579,0.4,1.0,.371,2.9,4.9,.595,,,7.0,2.2,0.7,1.0,2.6,2.5,12.5,,5.78,2,211,113,Center
865,Juwan Howard\howarju01,1993-94,Michigan,Big Ten,30,,34.0,8.7,15.6,.557,8.7,15.4,.563,0.0,0.2,.143,3.4,5.0,.675,,,8.9,2.4,1.5,0.7,2.6,3.3,20.8,,12.04,3,206,108,Center
866,Earl Boykins\boykiea01,1997-98,Eastern Michigan,MAC,29,,,9.2,19.4,.472,6.2,12.2,.511,2.9,7.2,.407,4.4,5.4,.816,,,2.3,5.5,1.9,0.1,,,25.7,,2.67,4,165,61,Guard
867,Cameron Payne\payneca01,2014-15,Murray State,OVC,35,35,32.2,7.0,15.3,.456,4.6,9.0,.513,2.4,6.4,.377,3.8,4.8,.787,0.6,3.1,3.7,6.0,1.9,0.5,2.5,2.1,20.2,,-2.81,2,188,81,Guard
868,Donald Sloan\sloando01,2009-10,Texas A&M,Big 12,34,34,33.2,5.9,13.2,.444,4.5,9.4,.477,1.4,3.8,.364,4.6,6.0,.770,0.7,2.9,3.6,2.3,0.6,0.1,2.4,1.6,17.8,,9.80,4,190,92,Guard
869,Ivan Rabb\rabbiv01,2016-17,California,Pac-12,31,30,32.6,4.9,10.1,.484,4.6,9.4,.490,0.3,0.6,.400,4.0,6.0,.663,3.0,7.4,10.5,1.5,0.7,1.0,2.2,3.1,14.0,,6.34,2,211,99,Forward
870,Lynn Greer\greerly01,2001-02,Temple,A-10,31,31,39.7,7.3,18.1,.404,4.2,10.1,.417,3.1,7.9,.386,5.5,6.4,.873,0.6,2.5,3.1,4.2,1.7,0.2,3.4,2.1,23.2,,7.61,5,188,79,Guard
871,JaMychal Green\greenja01,2011-12,Alabama,SEC,26,22,29.2,5.2,9.6,.546,5.2,9.2,.561,0.1,0.4,.200,3.4,5.0,.690,2.4,5.0,7.4,1.8,0.7,1.5,2.7,3.2,14.0,,7.18,4,203,108,Forward
872,Donte DiVincenzo\divindo01,2017-18,Villanova,Big East,40,10,29.3,4.7,9.8,.481,2.6,4.5,.575,2.1,5.3,.401,1.9,2.7,.710,1.2,3.6,4.8,3.5,1.1,0.2,2.0,2.1,13.4,,10.24,3,196,90,Guard
873,Alex Stepheson\stephal01,,UNC,,75,0,10.4,1.3,2.5,.527,1.3,2.5,.527,0.0,0.0,,0.5,1.1,.476,1.3,2.1,3.4,0.1,0.1,0.6,0.7,1.4,3.2,,,6,206,106,Forward
874,James Webb\webbja01,2015-16,Boise State,MWC,31,31,30.5,5.7,11.5,.494,4.8,8.0,.602,0.9,3.5,.248,3.5,5.1,.684,2.4,6.7,9.1,1.1,1.4,0.6,1.6,3.0,15.8,,3.12,2,206,91,Forward
875,Jawad Williams\willija04,2004-05,UNC,ACC,37,37,24.0,4.8,8.9,.541,3.7,6.1,.616,1.1,2.8,.381,2.4,2.9,.813,1.5,2.5,4.0,1.4,0.7,0.5,1.5,1.7,13.1,,10.66,4,206,98,Forward
876,Willie Warren\warrewi01,2009-10,Oklahoma,Big 12,21,19,32.3,5.0,11.5,.438,3.6,6.9,.524,1.4,4.6,.309,4.8,6.0,.795,0.7,2.6,3.3,4.1,1.0,0.0,3.8,2.3,16.3,,7.79,2,193,90,Guard
877,Vincent Yarbrough\yarbrvi01,2001-02,Tennessee,SEC,31,31,35.4,6.3,14.7,.425,4.3,9.4,.462,1.9,5.4,.359,3.6,5.3,.687,2.3,5.3,7.5,2.8,1.9,0.8,3.0,1.9,18.1,,10.93,4,201,95,Forward
878,Lorenzo Brown\brownlo01,2012-13,NC State,ACC,33,32,34.2,4.2,10.1,.419,3.6,7.8,.465,0.6,2.3,.263,3.3,4.2,.771,0.7,3.7,4.3,7.2,2.0,0.6,3.5,2.0,12.4,,7.17,3,196,84,Guard
879,Demetris Nichols\nichode01,2006-07,Syracuse,Big East,35,35,34.8,6.4,14.4,.447,3.6,7.5,.475,2.9,6.9,.417,3.2,3.8,.850,1.4,4.0,5.4,1.5,1.4,1.1,2.2,2.1,18.9,,6.47,4,203,97,Forward
880,Andre Dawkins\dawkian01,2013-14,Duke,ACC,33,4,13.7,2.5,5.7,.444,0.6,1.1,.541,1.9,4.6,.421,0.9,1.1,.811,0.2,1.1,1.3,0.4,0.5,0.2,0.5,1.3,7.9,,8.48,4,196,97,Guard
881,John Wallace\wallajo01,1995-96,Syracuse,Big East,38,,36.3,7.7,15.8,.489,6.7,13.4,.501,1.0,2.3,.420,5.8,7.7,.763,,,8.7,2.4,1.2,1.7,3.2,2.5,22.2,,11.35,4,203,102,Forward
882,Adreian Payne\paynead01,2013-14,Michigan State,Big Ten,31,28,28.1,5.7,11.4,.503,4.3,8.1,.536,1.4,3.4,.423,3.5,4.5,.790,1.5,5.7,7.3,1.3,0.5,0.9,2.0,2.6,16.4,,9.38,4,208,111,Center
883,Rodney Carney\carnero01,2005-06,Memphis,CUSA,37,29,27.8,5.9,13.6,.436,3.2,6.6,.484,2.8,7.1,.391,2.5,3.6,.712,1.5,2.7,4.3,1.3,1.3,0.7,1.5,2.3,17.2,,4.24,4,201,92,Forward
884,Alex Kirk\kirkal01,2004-05,Washington State,Pac-10,4,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,,7.39,1,178,77,Guard
885,Karl-Anthony Towns\townska01,2014-15,Kentucky,SEC,39,39,21.1,3.7,6.6,.566,3.7,6.4,.577,0.1,0.2,.250,2.8,3.4,.813,2.4,4.3,6.7,1.1,0.5,2.3,1.4,2.9,10.3,,8.67,1,211,113,Forward
886,Moritz Wagner\wagnemo01,2017-18,Michigan,Big Ten,39,39,27.6,5.5,10.5,.528,3.9,6.4,.614,1.6,4.1,.394,1.9,2.8,.694,1.5,5.7,7.1,0.8,1.0,0.5,1.4,3.1,14.6,,9.41,3,208,95,Forward
887,Matt Walsh\walshma01,2004-05,Florida,SEC,28,26,29.9,4.5,9.9,.453,2.0,4.1,.491,2.5,5.8,.426,3.1,3.8,.821,0.4,3.3,3.6,3.0,1.0,0.3,2.5,1.8,14.6,,7.12,3,198,92,Forward
888,Jordan Clarkson\clarkjo01,,Tulsa,,58,40,29.7,4.6,10.5,.434,3.5,7.4,.471,1.1,3.1,.348,4.0,5.0,.788,0.8,2.2,3.0,2.3,0.8,0.3,2.8,2.3,14.2,,,5,196,87,Guard
889,George Hill\hillge01,2007-08,IUPUI,Summit,32,32,36.8,6.9,12.6,.545,5.3,9.2,.580,1.5,3.4,.450,6.2,7.7,.812,1.5,5.2,6.8,4.3,1.8,0.4,2.9,2.8,21.5,,-2.41,4,188,81,Guard
890,Michael Kidd-Gilchrist\kiddgmi01,2011-12,Kentucky,SEC,40,39,31.1,4.0,8.2,.491,3.7,6.9,.535,0.3,1.3,.255,3.6,4.8,.745,2.6,4.9,7.4,1.9,1.0,0.9,2.2,2.4,11.9,,7.93,1,201,105,Forward
891,JaKarr Sampson\sampsja02,2013-14,St. John's (NY),Big East,33,32,29.0,5.5,11.1,.495,5.5,10.9,.499,0.0,0.2,.200,1.8,3.3,.565,2.1,4.1,6.1,1.2,0.6,1.0,1.6,2.8,12.8,,6.56,2,206,97,Forward
892,Elden Campbell\campbel01,1989-90,Clemson,ACC,35,30,29.7,6.4,12.3,.522,6.4,12.3,.521,0.0,0.0,1.000,3.5,5.9,.599,,,8.0,1.3,1.5,2.8,2.7,2.8,16.4,,6.37,4,211,97,Forward
893,Glenn Robinson\robingl01,1993-94,Purdue,Big Ten,34,34,34.3,10.8,22.4,.483,8.5,16.3,.522,2.3,6.1,.380,6.3,7.9,.796,,,10.1,1.9,1.6,0.9,4.1,2.6,30.3,,9.90,2,201,102,Forward
894,Chris Gatling\gatlich01,1990-91,Old Dominion,Sun Belt,32,30,31.3,7.8,12.7,.620,7.8,12.6,.621,0.0,0.0,.000,5.3,7.7,.692,,,11.1,0.8,1.9,2.7,2.8,3.2,21.0,,-0.24,3,208,99,Forward
895,Damian Lillard\lillada01,2011-12,Weber State,Big Sky,32,32,34.5,7.2,15.5,.467,4.3,8.3,.517,2.9,7.2,.409,7.1,8.0,.887,0.5,4.5,5.0,4.0,1.5,0.2,2.3,1.9,24.5,,-3.65,4,188,83,Guard
896,Cedric Ceballos\cebalce01,1989-90,Cal State Fullerton,Big West,29,28,36.9,8.5,17.6,.485,7.4,14.2,.523,1.1,3.3,.323,5.0,7.4,.670,,,12.5,1.7,1.6,0.5,3.2,2.4,23.1,,5.13,2,198,86,Forward
897,Art Long\longar01,1995-96,Cincinnati,CUSA,33,32,24.6,3.8,8.4,.448,3.8,8.3,.454,0.0,0.1,.000,1.5,2.6,.565,,,7.8,0.6,0.8,1.5,1.5,3.1,9.0,,7.69,2,206,113,Center
898,David Benoit\benoida01,1989-90,Alabama,SEC,35,29,26.3,4.5,8.7,.515,4.2,8.1,.519,0.3,0.6,.450,1.3,1.7,.767,,,6.1,0.8,0.6,0.5,1.3,2.6,10.5,,5.77,2,203,99,Forward
899,Maurice Harkless\harklma01,2011-12,St. John's (NY),Big East,32,32,36.1,6.0,13.3,.452,5.5,10.9,.506,0.5,2.5,.215,2.9,4.3,.676,2.8,5.9,8.6,1.5,1.6,1.4,2.5,2.3,15.5,,6.98,1,203,94,Guard
900,Dionte Christmas\chrisdi01,2008-09,Temple,A-10,34,34,35.0,6.4,15.5,.414,3.3,6.6,.498,3.1,8.9,.352,3.5,4.6,.753,1.1,4.7,5.8,2.9,1.5,0.1,2.9,2.5,19.5,,3.90,4,198,92,Guard
901,Chase Budinger\budinch01,2008-09,Arizona,Pac-10,35,35,37.6,6.3,13.0,.480,4.3,8.2,.528,1.9,4.8,.399,3.6,4.5,.801,1.4,4.8,6.2,3.4,1.4,0.5,2.4,1.9,18.0,,8.80,3,201,98,Forward
902,Aaron Jackson\jacksaa01,2008-09,Duquesne,A-10,34,34,36.7,6.7,12.1,.554,5.4,8.7,.613,1.4,3.4,.405,4.5,5.5,.809,1.8,3.7,5.5,5.7,1.6,0.1,3.0,1.9,19.3,,2.48,4,193,83,Guard
903,Jimmy Butler\butleji01,2010-11,Marquette,Big East,37,35,34.6,5.1,10.3,.490,4.5,8.8,.515,0.5,1.6,.345,5.1,6.5,.783,2.4,3.6,6.1,2.3,1.4,0.4,1.5,1.3,15.7,,8.51,3,201,99,Guard
904,Grant Long\longgr01,1987-88,Eastern Michigan,MAC,30,,34.2,7.9,14.2,.555,7.9,14.2,.555,0.0,0.0,,7.2,9.4,.765,,,10.4,2.2,2.0,0.3,2.4,2.8,23.0,,-1.82,4,203,102,Forward
905,Markel Brown\brownma02,2013-14,Oklahoma State,Big 12,34,34,35.3,5.6,11.8,.473,4.0,7.6,.525,1.6,4.3,.379,4.4,5.7,.768,1.1,4.2,5.3,2.9,1.0,1.0,1.6,2.5,17.2,,8.34,4,190,86,Guard
906,Cedric Jackson\jacksce01,,St. John's (NY),,54,35,24.2,1.6,4.5,.349,1.3,3.0,.432,0.3,1.5,.177,0.9,1.7,.544,1.3,2.2,3.5,1.7,1.6,0.2,1.4,2.7,4.3,,,6,188,86,Guard
907,Desmon Farmer\farmede01,2003-04,USC,Pac-10,28,27,35.3,6.1,15.6,.389,3.1,6.7,.463,3.0,8.9,.333,4.3,5.7,.761,1.3,3.3,4.6,1.8,1.2,0.1,2.6,2.8,19.4,,6.52,4,196,99,Guard
908,David Wesley\wesleda01,1991-92,Baylor,SWC,28,28,36.4,6.2,13.8,.450,4.1,8.3,.498,2.1,5.6,.378,6.4,7.8,.817,,,4.9,4.7,2.0,0.4,3.6,3.0,20.9,,1.22,3,183,86,Guard
909,Ramon Sessions\sessira01,2006-07,Nevada,WAC,34,33,30.2,4.1,9.1,.452,3.6,7.6,.465,0.6,1.5,.380,3.5,4.2,.825,1.1,3.6,4.7,4.7,0.9,0.2,2.5,1.2,12.3,,1.09,3,190,86,Guard
910,Orlando Johnson\johnsor01,,Loyola Marymount,,31,30,26.0,4.3,10.4,.412,3.0,6.4,.470,1.3,4.0,.320,2.5,3.9,.642,2.1,2.8,4.9,2.1,0.6,0.4,2.6,2.6,12.4,,,6,196,92,Guard
911,Bonzie Colson\colsobo01,2017-18,Notre Dame,ACC,21,21,32.4,7.5,14.9,.503,6.7,12.1,.551,0.8,2.8,.293,4.0,5.2,.761,2.3,7.8,10.1,0.9,1.7,2.2,1.5,1.7,19.7,,7.94,4,196,102,Forward
912,James Young\youngja01,2013-14,Kentucky,SEC,40,39,32.4,4.6,11.3,.407,2.5,5.4,.470,2.1,5.9,.349,3.1,4.4,.706,1.0,3.3,4.3,1.7,0.8,0.2,1.9,2.1,14.3,,9.89,1,198,97,Guard
913,Tyrus Thomas\thomaty01,2005-06,LSU,SEC,32,21,25.9,4.8,7.8,.608,4.7,7.8,.606,0.0,0.0,1.000,2.8,4.3,.657,2.8,6.4,9.2,1.3,1.0,3.1,1.8,2.6,12.3,,8.77,1,206,97,Forward
914,Matthew Dellavedova\dellama01,2012-13,Saint Mary's,WCC,35,35,36.4,4.9,12.0,.404,2.4,5.6,.429,2.5,6.4,.382,3.6,4.3,.852,0.7,2.7,3.4,6.4,1.1,0.1,2.8,1.7,15.8,,3.31,4,193,86,Guard
915,Raef LaFrentz\lafrera01,1997-98,Kansas,Big 12,30,30,30.2,7.7,14.1,.548,7.5,13.5,.552,0.3,0.6,.471,4.0,5.5,.738,,,11.4,1.0,0.9,1.5,2.5,2.4,19.8,,6.54,4,211,108,Forward
916,Patrick O'Bryant\obryapa01,2005-06,Bradley,MVC,25,21,25.7,5.3,9.6,.552,5.3,9.6,.552,0.0,0.0,,2.8,4.1,.676,2.9,5.4,8.3,0.8,0.9,2.9,2.1,3.0,13.4,,5.38,2,213,117,Center
917,Caron Butler\butleca01,2001-02,UConn,Big East,34,34,36.0,7.4,15.3,.486,6.6,13.1,.500,0.9,2.2,.400,4.6,5.9,.779,3.2,4.4,7.5,3.0,2.1,0.4,2.9,2.2,20.3,,7.43,2,201,98,Forward
918,Mark Pope\popema01,,Washington,,56,29,31.1,3.9,7.0,.552,3.7,6.5,.563,0.2,0.5,.407,3.3,4.0,.838,,,8.1,1.6,1.0,0.5,2.3,2.4,11.2,,,6,208,106,Center
919,Josh Huestis\huestjo01,2013-14,Stanford,Pac-12,36,36,35.2,4.3,9.6,.451,3.6,7.5,.483,0.7,2.1,.338,1.8,2.8,.627,2.5,5.7,8.2,1.2,0.6,1.9,1.2,2.1,11.2,,9.00,4,201,104,Forward
920,Michael Carter-Williams\cartemi01,2012-13,Syracuse,Big East,40,40,35.2,3.9,9.9,.393,3.0,6.9,.436,0.9,3.0,.294,3.2,4.7,.694,1.3,3.7,5.0,7.3,2.7,0.5,3.5,2.3,11.9,,8.57,2,198,83,Guard
921,Corsley Edwards\edwarco01,2001-02,Central Connecticut,NEC,32,32,31.0,5.6,11.0,.504,5.6,11.0,.504,0.0,0.0,,4.3,5.6,.761,4.0,4.7,8.7,1.0,1.4,1.5,2.2,2.4,15.4,,-9.29,4,206,124,Center
922,Julian Wright\wrighju01,2006-07,Kansas,Big 12,38,37,27.6,5.0,9.1,.549,4.9,8.8,.562,0.1,0.3,.231,1.9,3.1,.613,2.5,5.3,7.8,2.2,1.4,1.3,2.4,2.5,12.0,,6.86,2,203,102,Forward
923,Mike Wilks\wilksmi01,2000-01,Rice,WAC,30,29,37.1,6.3,14.5,.438,4.5,9.6,.464,1.9,4.8,.386,5.6,7.2,.781,1.5,3.4,4.9,3.0,2.0,0.3,2.5,2.7,20.1,,3.71,4,178,83,Guard
924,Jaron Blossomgame\blossja01,2016-17,Clemson,ACC,33,33,34.3,6.7,13.4,.499,5.9,10.5,.565,0.7,2.8,.255,3.6,5.1,.714,1.8,4.5,6.3,1.5,0.8,0.9,1.7,1.6,17.7,,9.98,4,201,97,Forward
925,Jeff Trepagnier\trepaje01,2000-01,USC,Pac-10,21,17,29.6,3.4,7.6,.453,3.0,6.0,.512,0.4,1.6,.235,1.8,2.9,.607,2.0,3.1,5.1,1.6,1.5,1.0,1.9,2.7,9.0,,10.83,4,193,90,Guard
926,Britton Johnsen\johnsbr01,2002-03,Utah,MWC,27,27,29.2,4.6,9.6,.477,3.9,7.1,.552,0.6,2.4,.258,1.9,3.6,.531,1.9,4.8,6.7,2.0,1.1,0.5,2.3,2.9,11.6,,5.25,4,208,95,Forward
927,Oliver Lafayette\lafayol01,2006-07,Houston,CUSA,33,33,35.8,4.5,12.8,.354,2.2,5.8,.387,2.3,7.0,.326,3.0,4.0,.758,1.4,4.5,5.9,3.1,2.4,0.2,2.0,3.1,14.3,,3.12,2,188,81,Guard
928,Frank Mason\masonfr01,2016-17,Kansas,Big 12,36,36,36.1,6.7,13.7,.490,4.4,8.8,.500,2.3,4.8,.471,5.3,6.6,.794,0.6,3.6,4.2,5.2,1.3,0.1,2.4,2.0,20.9,,12.23,4,180,83,Guard
929,Erick Dampier\dampier01,1995-96,Mississippi State,SEC,34,,32.7,5.7,10.4,.551,5.7,10.4,.551,0.0,0.0,,3.1,5.0,.612,,,9.3,2.3,0.5,3.1,2.7,2.5,14.5,,8.72,3,211,120,Center
930,Chris Webber\webbech01,1992-93,Michigan,Big Ten,36,,31.8,7.8,12.6,.619,7.1,10.4,.679,0.8,2.2,.338,2.8,5.1,.552,,,10.1,2.5,1.4,2.5,2.9,2.8,19.2,,11.89,2,206,111,Forward
931,Justin Holiday\holidju01,2010-11,Washington,Pac-10,35,35,28.3,3.9,8.5,.465,2.6,4.7,.548,1.3,3.7,.359,1.3,1.6,.772,1.8,3.4,5.2,2.1,1.2,0.8,1.5,2.0,10.5,,7.74,4,198,81,Forward
932,Isaiah Canaan\canaais01,2012-13,Murray State,OVC,31,30,36.5,6.9,16.1,.431,3.9,7.9,.494,3.0,8.2,.370,4.9,6.0,.822,0.6,2.9,3.5,4.3,1.5,0.1,3.2,1.9,21.8,,-2.89,4,185,88,Guard
933,Quincy Douby\doubyqu01,2005-06,Rutgers,Big East,33,33,36.7,8.7,18.8,.462,5.2,10.1,.515,3.5,8.8,.401,4.5,5.3,.847,0.8,3.5,4.3,3.1,1.8,0.8,2.8,1.8,25.4,,5.16,3,190,79,Guard
934,Mitchell Butler\butlemi02,1992-93,UCLA,Pac-10,32,,28.8,4.0,7.9,.512,3.8,6.8,.564,0.2,1.1,.176,1.3,2.4,.526,,,5.3,2.3,1.0,0.4,2.8,2.9,9.5,,9.05,4,196,95,Guard
935,Jacob Evans\evansja02,2017-18,Cincinnati,AAC,36,36,30.8,4.5,10.5,.427,2.8,6.0,.470,1.7,4.5,.370,2.4,3.2,.754,1.4,3.3,4.7,3.1,1.3,1.0,1.8,2.0,13.0,,3.53,3,198,95,Guard-Forward
936,Devin Harris\harride01,2003-04,Wisconsin,Big Ten,32,32,36.3,5.9,12.9,.459,3.6,6.6,.540,2.3,6.3,.373,5.3,6.8,.792,0.6,3.7,4.3,4.4,1.8,0.1,2.1,1.9,19.5,,7.49,3,190,83,Guard
937,J.R. Reid\reidjr01,1988-89,UNC,ACC,27,16,26.5,6.1,9.9,.614,6.1,9.9,.614,0.0,0.0,,3.7,5.6,.669,,,6.3,1.3,0.9,0.8,2.6,3.0,15.9,,12.40,3,206,112,Forward
938,Latrell Sprewell\sprewla01,1991-92,Alabama,SEC,35,34,36.2,6.5,13.1,.493,4.5,8.3,.550,1.9,4.9,.398,2.9,3.7,.771,,,5.2,2.1,1.8,0.7,2.6,1.8,17.8,,7.29,2,196,86,Guard
939,Rodney Hood\hoodro01,,Mississippi State,,32,29,32.8,4.0,9.0,.443,2.5,4.9,.506,1.5,4.0,.364,0.8,1.3,.659,1.0,3.8,4.8,2.0,0.4,0.4,0.9,1.3,10.3,,,4,203,97,Forward
940,DeMarre Carroll\carrode01,,Vanderbilt,,64,21,21.9,3.0,5.9,.508,2.9,5.3,.537,0.1,0.5,.229,1.1,2.0,.547,2.1,2.9,5.0,1.3,0.9,0.2,1.1,2.1,7.2,,,6,203,102,Forward
941,Jumaine Jones\jonesju01,1998-99,Georgia,SEC,30,,34.4,6.6,14.8,.445,5.0,10.2,.489,1.6,4.6,.348,4.1,5.6,.726,,,9.5,1.2,1.1,0.7,2.5,2.4,18.8,,7.19,2,203,98,Forward
942,Terrence Ross\rosste01,2011-12,Washington,Pac-12,35,35,31.1,6.1,13.4,.457,4.1,7.9,.518,2.1,5.5,.371,2.1,2.7,.766,1.4,5.1,6.4,1.4,1.3,0.9,2.0,2.8,16.4,,5.27,2,198,88,Guard
943,Steve Smith\smithst01,1990-91,Michigan State,Big Ten,30,,37.8,8.9,18.9,.473,6.7,13.5,.500,2.2,5.4,.407,5.0,6.2,.802,,,6.1,3.6,0.5,0.2,3.3,2.5,25.1,,9.33,4,201,90,Guard
944,Sim Bhullar\bhullsi01,2013-14,New Mexico State,WAC,30,24,26.3,4.2,6.4,.648,4.2,6.4,.648,0.0,0.0,,2.1,3.9,.538,2.7,5.2,7.8,1.4,0.1,3.4,2.1,2.8,10.4,,-2.58,2,226,163,Center
945,Shannon Brown\brownsh01,2005-06,Michigan State,Big Ten,34,34,35.2,5.9,12.7,.467,4.1,7.9,.513,1.9,4.8,.390,3.4,4.1,.830,1.1,3.3,4.4,2.7,1.5,0.1,2.5,2.3,17.2,,7.27,3,193,92,Guard
946,Derek Strong\stronde01,1989-90,Xavier,MW Coll,33,31,29.7,4.4,8.3,.533,4.4,8.3,.533,0.0,0.0,,5.4,6.4,.839,,,9.9,0.9,0.8,0.8,2.4,3.4,14.2,,3.83,3,203,99,Forward
947,Robert Whaley\whalero01,2003-04,Cincinnati,CUSA,22,3,13.0,2.2,6.3,.348,2.2,6.2,.350,0.0,0.0,.000,1.4,2.1,.660,1.0,1.4,2.5,0.6,0.3,0.4,1.1,2.1,5.8,,6.28,1,208,117,Center
948,Diante Garrett\garredi02,2010-11,Iowa State,Big 12,32,31,36.7,6.7,16.2,.413,4.8,10.4,.465,1.8,5.8,.319,2.1,2.5,.825,0.4,3.3,3.7,6.1,1.7,0.2,3.3,1.7,17.3,,4.54,4,193,86,Guard
949,T.J. Leaf\leaftj01,2016-17,UCLA,Pac-12,35,35,29.9,6.7,10.9,.617,5.9,9.2,.644,0.8,1.7,.466,2.1,3.0,.679,2.2,6.0,8.2,2.4,0.6,1.1,1.5,2.5,16.3,,6.39,1,208,102,Forward
950,Alan Anderson\anderal01,2004-05,Michigan State,Big Ten,33,33,26.6,4.5,8.1,.556,3.8,6.2,.611,0.8,2.0,.385,3.5,3.9,.877,1.8,3.7,5.6,1.7,1.0,0.2,1.6,2.7,13.2,,7.41,4,198,99,Forward
951,Reece Gaines\gainere01,2002-03,Louisville,CUSA,32,32,32.2,5.5,12.0,.462,3.2,6.0,.534,2.3,6.0,.391,4.5,6.2,.736,0.6,2.4,2.9,5.0,1.7,0.1,3.0,2.6,17.9,,6.84,4,198,92,Guard
952,Gilbert Arenas\arenagi01,2000-01,Arizona,Pac-10,36,33,29.0,5.8,12.1,.479,3.9,7.4,.519,1.9,4.6,.416,2.7,3.7,.724,0.8,2.8,3.6,2.3,1.8,0.2,2.8,2.3,16.2,,12.56,2,190,86,Guard
953,Monte Morris\morrimo01,2016-17,Iowa State,Big 12,35,35,35.3,6.2,13.3,.465,4.6,9.2,.503,1.5,4.1,.378,2.5,3.2,.802,1.1,3.7,4.8,6.2,1.5,0.3,1.2,1.5,16.4,,11.94,4,188,77,Guard
954,Lorenzen Wright\wrighlo02,1995-96,Memphis,CUSA,30,,35.3,6.9,12.7,.542,6.9,12.7,.543,0.0,0.0,.000,3.6,5.6,.645,,,10.4,1.2,1.3,2.0,1.9,2.6,17.4,,6.58,2,211,102,Center
955,Willie Reed\reedwi02,2009-10,Saint Louis,A-10,35,32,27.5,5.0,8.6,.587,5.0,8.6,.587,0.0,0.0,,2.4,5.0,.474,2.4,5.6,7.9,0.8,0.7,2.1,1.7,2.3,12.4,,2.55,2,206,99,Forward
